total_fpackets,total_fvolume,max_fpktl,max_bpktl,duration,fpsh_cnt,total_fhlen,label
11,1329,571,6263,632120,2,232,0
52,8912,1215,8214,601641,8,1064,0
9,3238,1136,1207,1157,4,192,0
5,817,571,2878,746985,1,112,0
5,738,492,527,60093,1,112,0
10,3378,2144,2878,571354,4,212,0
13,20879,5632,4290,634395,6,272,0
5,817,571,1466,87571,1,112,0
45,5207,571,5702,873362,20,912,0
26,3056,928,2878,268935,3,580,0
42,4554,787,4290,994582,4,864,0
34,3402,571,2878,569719,8,692,0
11,2041,717,991,962293,5,232,0
15,4364,2292,1136,18307,7,312,0
12,1313,571,1466,684733,2,288,0
9,3196,2022,6062,445123,4,192,0
6,942,591,200,179720,2,132,0
10,1204,571,1466,165129,2,212,0
7,995,571,2220,43926,2,152,0
9,2534,918,399,10825,4,192,0
16,2023,571,1476,313087,5,332,0
10,3400,2166,4290,576855,4,212,0
27,3070,571,2181,207080,8,552,0
10,1175,571,2878,603533,2,212,0
53,240730,8526,4290,821400,35,1072,0
17,1645,621,582,429519,2,352,0
9,1342,509,6251,921432,3,192,0
85,10014,700,15366,474584,18,1736,0
148,49779,1256,21521,948013,38,2972,0
34,3207,571,2878,368018,6,692,0
41,3611,571,11350,147044,5,832,0
14,2438,864,5966,509586,5,292,0
5,817,571,2878,677309,1,112,0
21,2586,684,7114,817268,5,432,0
7,995,571,1466,44504,2,152,0
23,2542,641,2274,192190,3,484,0
5,817,571,5482,182540,1,112,0
33,3803,571,4290,170202,9,672,0
7,995,571,1446,37462,2,152,0
12,2101,638,274,397553,6,252,0
91,8585,1019,4013,760168,16,2212,0
9,1467,571,1466,703662,3,192,0
12,1850,628,1466,644259,5,252,0
13,3762,2300,1136,445696,5,272,0
117,9196,571,4150,396428,5,3896,0
1,66,66,66,761506,0,32,0
12,3771,2367,1131,339299,5,252,0
9,3377,2203,5389,567073,4,192,0
17,21121,5632,3441,743261,6,352,0
7,995,571,1466,45496,2,152,0
30,3224,348,2878,541608,6,612,0
29,5372,1025,330,561626,12,592,0
200,89100,15547,2425,525427,143,4012,0
7,988,571,206,283866,2,164,0
11,19400,8526,6262,612228,4,232,0
9,1102,341,390,474466,2,192,0
9,3350,2176,5389,540457,4,192,0
8,1084,571,7114,223692,2,172,0
23,3194,1143,4067,76593,6,472,0
7,1097,657,325,55365,2,152,0
18,2451,628,2878,73098,7,372,0
15,1475,571,3741,457580,2,312,0
9,3320,2146,5389,558707,4,192,0
51,23818,1290,4675,554067,23,1044,0
19,2728,850,9938,51401,6,392,0
7,995,571,1466,95827,2,152,0
7,988,571,206,905927,2,164,0
17,2316,670,2838,287587,5,352,0
9,822,336,404,611603,1,192,0
11,2596,690,1499,693091,4,232,0
5,817,571,2654,298740,1,112,0
32,10090,1100,3315,518202,11,664,0
6,977,626,204,344196,2,132,0
13,1371,571,4150,490646,2,272,0
17,2320,571,5543,639122,7,352,0
12,1375,301,2335,263298,5,252,0
39,4210,861,2878,705871,7,792,0
9,3219,2045,5389,522734,4,192,0
79,6095,571,4290,469419,7,1592,0
16,2412,869,6035,882987,3,344,0
15,3986,2297,7089,802647,5,312,0
5,817,571,2878,844196,1,112,0
9,3214,2040,5389,528664,4,192,0
18,2549,838,5702,918490,3,372,0
8,1149,571,4290,118947,2,172,0
12,1301,571,4290,293351,2,264,0
1,66,66,66,872822,0,32,0
54,4550,571,2878,673934,8,1092,0
272,25088,571,16460,364779,84,5452,0
13,2075,634,329,198492,5,272,0
20,56025,8526,3044,470493,11,412,0
57,6361,592,2878,228530,31,1152,0
29,5199,948,25470,117034,4,724,0
13,2617,1260,2654,643085,3,272,0
14,3117,1154,2878,169485,7,292,0
20,1768,571,200,385122,2,424,0
16,2605,667,330,132979,8,332,0
100,106492,8687,4134,511723,62,2024,0
36,3431,750,4290,413257,3,744,0
11,1337,657,325,877594,2,232,0
20,1775,571,2878,215907,2,412,0
20,1775,571,1566,142509,2,412,0
5,335,89,651,17156,1,112,0
25,2939,677,2878,552800,7,512,0
5,817,571,2878,752588,1,112,0
15,3287,665,4150,891080,5,312,0
9,3216,2042,5389,525538,4,192,0
15,2049,628,4290,137787,3,324,0
26,16183,5227,5702,111047,7,532,0
11,1718,571,2177,390455,5,232,0
12,2502,1428,2335,263347,5,252,0
6,1084,626,5677,311161,2,132,0
7,988,571,206,616505,2,164,0
14,4767,1465,2335,276210,7,292,0
8,1117,571,3187,232603,2,172,0
9,1163,632,208,82518,2,192,0
10,3432,2198,2878,599790,4,212,0
25,2506,571,4290,845496,3,524,0
14,3119,843,330,516649,8,292,0
25,2623,571,7307,2765,6,512,0
5,917,613,566,187907,2,112,0
6,985,621,582,941772,2,132,0
42,4591,823,4290,759079,4,864,0
12,1440,700,357,483117,2,252,0
87,9559,823,4290,857901,7,1908,0
9,1114,583,204,474281,2,192,0
22,2447,571,1466,139463,5,464,0
11,1384,626,7089,192610,2,232,0
18,39785,5859,4851,72505,10,372,0
8,1049,578,210,329882,2,172,0
8,1103,632,208,524582,2,172,0
10,1214,610,528,507234,2,212,0
11,1297,571,5305,204991,2,232,0
5,817,571,3817,293900,1,112,0
10,1277,657,325,93057,2,212,0
14,1456,583,4150,70597,2,292,0
41,11099,971,22646,261807,10,952,0
8,1071,571,2878,60122,2,172,0
20,5115,1197,5406,279179,5,412,0
22,2827,571,2878,69770,9,452,0
29,3582,848,2878,778460,7,592,0
8,1071,571,1466,71498,2,172,0
9,3698,2524,5389,372413,4,192,0
14,5965,4456,6246,530023,5,292,0
14,2024,654,662,287114,6,292,0
113,95109,1808,2878,592869,52,2332,0
11,1235,571,2878,125386,2,232,0
12,2586,699,2878,168528,4,252,0
34,6315,967,4150,14692,16,692,0
8,1055,571,1466,61140,2,172,0
13,4662,1193,4150,989496,5,272,0
134,17948,884,17060,35951,14,2788,0
15,2337,675,779,190356,7,312,0
30,3217,571,2878,214606,7,624,0
13,3627,1440,3747,548271,6,272,0
24,2737,671,2838,259338,5,492,0
9,3368,2194,3977,552610,4,192,0
21,2891,924,5138,562209,5,432,0
16,2104,571,5148,209419,5,332,0
9,3394,2220,5389,529266,4,192,0
11,1263,571,1466,644636,2,256,0
12,1295,571,4150,820597,2,252,0
10,1217,626,204,779733,2,212,0
14,1431,571,4067,332493,2,292,0
23,2616,571,2774,878743,6,472,0
12,1243,571,1466,641887,1,264,0
7,1002,591,200,180865,2,152,0
8,1103,632,208,629527,2,172,0
6,935,571,2055,71546,2,132,0
20,2570,793,2878,416616,3,412,0
8,1062,591,200,997651,2,172,0
17,12840,9156,5305,883279,8,352,0
7,1097,657,325,225694,2,152,0
9,1121,571,2878,329974,2,204,0
10,1191,571,4067,874426,2,212,0
12,2603,1529,3747,378365,5,252,0
10,3451,2217,2565,726050,4,212,0
14,2242,634,5739,244774,5,292,0
20,3186,910,399,909471,4,412,0
89,6997,681,4290,323175,4,1804,0
11,1297,571,5543,49970,2,232,0
11,32200,8526,6262,784927,5,232,0
417,147707,4896,2878,713241,135,8352,0
195,35541,1446,8406,103001,78,3912,0
9,3398,2224,3977,558117,4,192,0
8,1055,571,4150,96135,2,172,0
9,1012,514,599,189885,1,216,0
7,988,571,206,385213,2,164,0
9,1270,632,6103,66027,2,192,0
14,29630,5632,6262,61808,8,292,0
9,3375,2201,5389,573298,4,192,0
42,31075,5229,8284,588697,11,852,0
22,4797,1671,737,226480,5,464,0
8,1117,571,1559,380931,2,172,0
171,1109118,8526,4456,323892,154,3432,0
5,829,583,491,730570,1,112,0
378,86519,16467,8526,247857,120,7596,0
12,2102,805,2878,31933,3,252,0
90,473978,8526,4290,562877,74,1812,0
21,4536,2344,1130,409777,8,432,0
37,14614,1633,6147,157341,14,764,0
23,3311,1126,1466,453935,8,472,0
28,2785,571,2878,403045,6,584,0
8,1070,586,491,851574,2,172,0
65,59399,13984,2878,374865,35,1312,0
17,4697,1206,7114,113385,4,352,0
11,1329,571,4290,284477,2,232,0
6,942,591,200,34460,2,132,0
80,12569,884,22036,910395,11,1612,0
13,2067,622,2878,103734,5,272,0
12,9751,7683,1445,962570,6,252,0
9,767,281,317,476000,1,192,0
5,968,664,662,297788,2,112,0
98,9912,571,11292,937195,41,1984,0
16,1541,571,2878,16991,2,344,0
8,1071,571,2878,205051,2,172,0
9,3334,2160,3977,554433,4,192,0
10,3314,2080,5389,569864,4,212,0
13,2037,592,1466,731145,7,272,0
18,2632,850,18410,260664,5,372,0
6,922,571,204,735474,2,132,0
11,1235,571,2878,355051,2,232,0
20,2009,338,6260,178036,8,412,0
9,1121,571,2878,517440,2,204,0
43,5344,634,686,214978,18,872,0
9,1177,571,4150,129679,2,192,0
24,2558,571,4290,441010,5,504,0
10,9938,5620,4290,138765,4,212,0
8,1157,657,325,52098,2,172,0
9,1229,657,325,183899,2,216,0
9,3214,2040,3977,605233,4,192,0
13,1297,571,2102,734804,1,272,0
6,1090,632,5702,297036,2,132,0
482,161884,4703,7114,998286,139,9652,0
52,5870,571,4290,191183,18,1064,0
76,22078,1284,28294,118776,17,1604,0
18,6182,3566,5702,750559,8,372,0
10,1191,571,2878,851524,2,212,0
9,3385,2211,5389,610438,4,192,0
1,66,66,66,54840,0,32,0
11,1235,571,1898,418111,2,232,0
48,3966,571,4290,592,5,972,0
9,3226,2052,3977,557337,4,192,0
77,15407,659,4067,17010,47,1552,0
13,8262,6830,10188,337146,5,272,0
30,3218,761,2878,704831,6,624,0
14,2171,810,4771,417388,3,304,0
11,1235,571,1552,872225,2,232,0
19,2270,571,200,926304,4,416,0
10,3421,2187,1560,579509,4,212,0
10,1175,571,2435,50672,2,212,0
8,1097,613,2181,377582,2,172,0
9,1075,571,1466,561171,1,228,0
18,4289,703,4150,917373,6,372,0
10,1175,571,1780,193261,2,212,0
8,1157,657,325,488823,2,172,0
32,10251,996,5936,265154,11,676,0
89,520460,8526,1632,489473,75,1792,0
8,1157,657,325,206021,2,172,0
19,1715,571,1780,173942,2,392,0
16,3032,736,316,749040,7,332,0
9,1264,626,7089,828217,2,192,0
14,3817,2295,1096,540654,5,292,0
7,1150,632,4290,325043,2,152,0
32,36108,10409,5739,37167,12,652,0
66,46948,1196,6588,937888,40,1332,0
1,66,66,66,883628,0,32,0
15,2137,628,2878,932687,5,312,0
28,3484,684,4067,599942,10,572,0
16,4095,2344,7089,357266,5,332,0
221,17383,655,11350,507798,43,4432,0
8,1097,626,204,309852,2,172,0
8,1157,657,325,43026,2,172,0
18,2178,571,2329,697592,3,396,0
19,3749,1030,4150,170486,9,392,0
15,3980,1448,355,348283,7,312,0
11,1337,657,325,366036,2,232,0
39,4335,785,4290,560378,4,804,0
43,98505,5632,3438,375372,22,872,0
4,246,66,66,20690,0,92,0
25,6327,1675,2878,184734,7,512,0
21,2340,571,2188,831817,5,432,0
29,26077,12762,2878,175326,10,592,0
13,1910,628,1466,363647,5,272,0
11,1384,626,7089,80758,2,232,0
5,817,571,204,512914,1,112,0
12,8025,6618,8526,773552,5,252,0
9,1130,586,491,99083,2,192,0
41,18452,1263,6665,645454,16,832,0
23,2466,571,2878,285132,5,472,0
16,2252,685,5022,699236,3,392,0
119,44077,1306,45238,509887,34,2392,0
9,1209,571,6262,601676,2,192,0
14,2184,634,5702,999584,5,292,0
18,7000,938,5278,184097,7,384,0
10,1237,571,5569,358132,2,212,0
51,11036,921,16998,414182,10,1044,0
15,1517,571,1808,882836,2,396,0
5,817,571,4150,550541,1,112,0
16,3359,899,8373,683546,8,332,0
33,3535,571,2171,950857,12,672,0
8,1071,571,3216,287860,2,172,0
11,1329,571,4290,968762,2,232,0
11,1235,571,2878,831926,2,232,0
13,1931,571,4150,549994,5,272,0
8,1103,632,208,354641,2,172,0
14,1961,571,2878,941036,5,292,0
10,1275,655,325,638147,2,212,0
34,3348,787,4290,422835,3,704,0
7,995,571,2182,50608,2,152,0
27,73089,6746,4853,310127,16,552,0
12,1444,626,2878,393058,2,252,0
9,3215,2041,5389,548932,4,192,0
10,1191,571,4067,558076,2,212,0
11,1241,571,6687,54970,2,244,0
15,2302,634,5739,735662,5,312,0
183,55754,12762,2878,687765,41,3672,0
22,2423,571,2188,240602,5,464,0
15,3589,746,2878,72648,5,312,0
63,22499,1257,37594,265595,18,1272,0
23,2443,571,4344,237757,5,484,0
8,1157,657,325,536671,2,172,0
10,1330,632,2878,549765,2,212,0
13,2075,634,329,88594,5,272,0
27,3396,664,4067,606843,10,552,0
16,1553,571,1481,688343,2,368,0
11,1297,571,5305,361935,2,232,0
10,3380,2146,5389,582487,4,212,0
1,66,66,66,910961,0,32,0
32,3629,571,2878,294974,13,652,0
27,3528,593,1794,471946,11,552,0
34,9182,1675,2878,92345,13,692,0
22,7188,948,12891,311998,7,464,0
25,2748,613,8400,714076,6,512,0
21,15842,5238,4290,440086,7,432,0
13,2731,1374,1538,5224,3,272,0
43,5229,657,4290,396509,17,884,0
9,1799,744,2878,123538,3,192,0
10,1175,571,3126,181023,2,212,0
10,1223,632,208,173523,2,212,0
7,1097,657,325,649184,2,152,0
11,4602,1880,3439,290650,4,232,0
14,1399,571,2651,865215,1,376,0
45,163371,16752,2878,492864,17,912,0
16,1551,571,4067,727017,2,332,0
